Id,Label,Popularity,Followers,Type
3CcA9m1Ivpp5XmLt8SxUpn,Tedi Aleksandrova,47,104920,artist
2xZOjY3LYFt8mfHuBUOBwF,Silver,37,1360,artist
4vczAVLBVJzhMndKRCsQls,Djordan,48,109480,artist
1WOWylyMYTYIkDJmKLeSpQ,Dessita,46,98534,artist
39mjWoyHE5RMghSx70h7pI,DJ Damyan,45,26314,artist
1lxHE7dVKOVaIjGOIu8svG,Emanuela,51,129965,artist
1vAwQYTE1k5MBhNsvqphp1,Azis,54,124014,artist
2Dj0euYPa8eiI6Ee5VLBwg,Preslava,53,233371,artist
3Q71N3lHz2pijhljCNqOqw,Andrea,47,19909,artist
7Cg8hnSsmbfC6fxCykWYrh,Bilyanish,38,13504,artist
5f1C9EB4G4MrxxmWmZP5Wo,MOMO RECORDS,43,40287,artist
583wxBpo6S1maGz1bqYekZ,Selina,38,2376,artist
2M8DUpSnqu7TlGxEgjUocd,Danna,38,48124,artist
4v8n02xVhZK4CmdUAuipHn,Konstantin,49,71703,artist
7JLPN5CklYCRotAvFGw4Q1,Fiki,47,124048,artist
1UUQq3z2RCIqSE1eiP00Jv,Marso,45,66746,artist
21dDhxm6HACY7m7vzfInMh,SST,35,2760,artist
556XyBuO17TCo0Bviw5nCW,V:RGO,50,143478,artist
27m6NrJXMbLGlkoGBUy2IV,Boro Purvi,43,62652,artist
4oopAFtLdKXCoq2XoEjDZD,Krisko,50,156236,artist
5M7RMcbgYy45XzC51HU355,Galena,54,298135,artist
1nRdMIjXitRbmuhwGJopDK,Tzankǎ Uraganu,0,83,artist
48MmYtebtmsS7LjcYwGBWk,Tomas,35,860,artist
4AZihrM3P96d5mA9kvsxxH,Tsvetelina Yaneva,45,83875,artist
5amPFw5XVlNzP7uSKBXtai,Galin,49,138027,artist
6NtH0d4qlaU5FakRdrdNwq,SIMONA,44,52201,artist
4aPsL8sPDTXIR11gYfAb0i,Mirela,40,8786,artist
696J4fiOALx5ifVKv10VbK,Adam,40,30471,artist
29Hsg37sCbjeeCdDA0HIgt,Ivayla,34,9365,artist
4FTXvsvz433gZR67rhxFfN,Lidia,43,61013,artist
1cqkZpQniJhO3wvhxqVz54,Jordan,29,1969,artist
4CrkuFqKkCWd7pJTOaGxhX,Ork. Salih Hamburg,36,265,artist
12a4KgFut39rBB8WjeN2oL,VANE$$A,39,68679,artist
5mNFpEfI0KApCz2Y88LYW6,Alisia,46,78616,artist
2lKSCvxuWDRCyImWLIXqre,Don Mario,33,3266,artist
64KEffDW9EtZ1y2vBYgq8T,Marshmello,85,33927397,artist
3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,77,5561673,artist
0fGcIStdT1OpFFhOC7Wp36,Teezo Touchdown,75,312448,artist
718COspgdWOnwOFpJHRZHS,Luke Combs,87,11786862,artist
4GGfAshSkqoxpZdoaHm7ky,ERNEST,72,214822,artist
4Gso3d4CscCijv0lmajZWs,Don Toliver,88,5447635,artist
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,88,8430343,artist
7DXregrznS25AM30UY9sUU,King Savagge,66,406880,artist
5CAruGjgds3QlF5ICtEnnc,Jairo Vera,71,1374201,artist
2IAxPmQzx2NuutHe7ta7gs,Bayron Fire,66,488148,artist
11HepfI1lj6KJHj651rZhM,Lucky Brown,73,635031,artist
7tMukTswF8N6b0zI4rlCmg,Big Cvyu,65,28575,artist
35oGZihZclGoTVuICPXRP9,Jere Klein,76,2352528,artist
07WSqyexqFJM0ZeQVPqJJg,Mateo on the Beatz,69,56095,artist
4fVe4Q8NDy3wog4lVZMlOX,EL MURCIELAGO,61,3211,artist
1QcutbFtA6u8A2ZFTZuLSL,Panda Black,67,51302,artist
6U574RAq08wVaurzSaqEY3,Lewis Somes,72,36582,artist
1PANUPmT5KUDGs3Xgkhw3T,Martinwhite,62,63940,artist
1djP5LHPEF9KvmoKJI0QPX,NEMJ,62,34328,artist
4rRwh9ghjocFABAwIwnunp,Gittobeatz,64,17412,artist
10VBp06W8NIgMW4JruLCC4,Kidd Voodoo,71,433149,artist
2WcCTeyPFxpiGwlntz0X2V,Dysbit,61,13636,artist
7hwlbJCUBQksiqlloB6x9K,Grupo Zúmbale Primo,65,209969,artist
5NenY2Jl9wwLRxf86go4Y8,Fran C,66,115739,artist
2OEZ0KKJrKXsRQ6hU9bbfS,Kevin Martes 13,55,242165,artist
0x5lhIYknBUEozHuXjkwUs,Galee Galee,64,372855,artist
22QaKKmBIH3QiotuG30W3o,Santaferia,64,1384183,artist
3dC19P4w1BbDuwCailjybv,Nes,68,26482,artist
6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,83,11810280,artist
2XcZshqzPKm3iZcmt73R8D,Pablo Chill-E,73,1466967,artist
0NnUMWDCDi1snuMja6IdxH,Harry Nach,64,366607,artist
6RhHQP5MQPD3waU29h43gZ,DJ Acres,52,5205,artist
5cRpSxsBSMfrPgDuXDsys1,Prod Millones,51,2564,artist
4WnChRKrzhukEIN00vy0s8,Axl Boore,55,2528,artist
4yxLYO2imECxGYTTV7RQKb,Pailita,69,1507542,artist
1fIJZfSmqQkuqfKNRmrS1V,El Jordan 23,69,1512660,artist
7kvnG7JhX0ycVMVb8SP8EL,Bryartz,61,52029,artist
6rHwFb0YjWexAYxTjm4eIj,Nickoog Clk,65,661988,artist
2vnaEm73LHWfchNiQccNBa,El BAI,64,437417,artist
5uwa6tAMMfNbBFIHiI6NV4,W Sound,69,221670,artist
0dQUkvpKTvHbsTxXKcIN0S,Adan La Amenaza,60,107453,artist
3i6lAgVHplDXb6zrjIeBeK,Kris R.,69,157410,artist
1cUpGtXcSQsovNYEZOQgOG,Nanpa Básico,76,2739775,artist
7a0XAaPaK2aDSqa8p3QnC7,Beéle,79,897496,artist
2NfSBtmWe7oPw1EmetJVso,Boza,70,662133,artist
0zO8yNnw5GQgutcIyXfGBY,ELENA ROSE,72,161085,artist
2xmhyxkjpGNBeWXVMeVWHb,Rayo & Toby,55,484691,artist
7GQDI5Vmxs92RsIRZzYT11,Pirlo,70,516341,artist
0x6LwydMMHwLVnyML3s4lb,Nicole Dier,35,333,artist
4LyGCVZ22bGCY4BaW04Uyl,Mackie,56,19554,artist
1g9s0VQvScNH2eh7JCbzUu,R.K.M.,44,4144,artist
3jGlU8UMMo44I2xeLQ6FD3,Dalmata,65,1916085,artist
2P5WbTImnPSJQV4ZbQuQZ3,Bimbo el Oso Mañoso,47,5040,artist
5J5DLfdC5YmPjVk8ljdOqU,Big Metra,60,49266,artist
3bkz7ccHi6jiOIag1UyKkE,"KIO ""El Historiador""",46,32,artist
3tLXPx5dsnZtsodGSf6t8E,Chris Jonex,46,5001,artist
0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,81,8117602,artist
1zng9JZpblpk48IPceRWs8,Grupo Niche,71,3928756,artist
28gNT5KBp7IjEOQoevXf9N,Camilo,81,19491628,artist
0GchaVw5KfSVEm0xl0OXEe,Luis Alfonso,67,1064058,artist
4SsVbpTthjScTS7U2hmr1X,Arcángel,84,15763979,artist
3SUT1jjM5hzZj9TLfLZGIP,Tego Calderón,73,4788262,artist
17SY5q1CMOZJBRuPcKWwPI,J Abdiel,71,176287,artist
4s6Xg38sbqh4xpf4OqhVUK,iZaak,75,330572,artist
2cPqdH7XMvwaBJEVjheH8g,Jay Wheeler,80,4464580,artist
4PPoI9LuYeFX8V674Z1R6l,Vicente Fernández,79,11442193,artist
5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,86,23294365,artist
1qto4hHid1P71emI6Fd8xi,Aventura,82,9146086,artist
4cG43cUBRJWWDsRh4SW48i,Viktor Sheen,71,608161,artist
721o1Z0J6jQupyzLt9RnEk,Yzomandias,67,500326,artist
6gvVFtkTV4OCyQSCzGgU1h,Nik Tendo,63,380633,artist
1jHpBumJuu1B6LCJQVh49x,SIMILIVINLIFE,55,47968,artist
6xg3PSVEwviVyfnx3mtsPL,Saul,56,56581,artist
52OGEbhmyukkdvJ6EDaLH1,Lil Buca Near,49,3222,artist
4Vmja4orT3sZ2F3x3DanBZ,Hard Rico,65,164689,artist
4V1v1oFnKe0b42lZh1QBnF,Ektor,65,335068,artist
19HPN1TcUQ4L5gPdRIELlr,Trabo,44,12988,artist
3qoxj1cR3W3crV51Wg38Ux,Dollar Prync,57,92541,artist
1gRr6moof50L1b7XsbClvI,Rytmus,56,267582,artist
3LujD0iQ9jRbSCMA39CGfO,Separ,64,369083,artist
5RWzjEjUW2NWpSm00Ieo5X,Peter Pann,57,48979,artist
3FgZ0agsmQ50Y9VflHdcio,Rohony,51,36466,artist
7eKgZc26opM9g5oRiOOwlu,Manene,45,17417,artist
2U1l35agymGrBDFeMIxVLG,Pil C,57,158237,artist
33ngpBQcfq53FgLhpBDt8i,Luca Brassi10x,60,56137,artist
5gRumjUBK1fHfuOlQxspJ9,ŠKWOR,53,212965,artist
5lEkQtWa3UKlI1hj7sktcd,Calin,63,561328,artist
5iYtjtFv6SvHX95ny4fVEz,P T K,64,180916,artist
1bpca6RQE5kp92pIwPMBE8,Ben Cristovao,61,477675,artist
2f1Czzz5n4BX80U6cksGr9,Kabát,61,655100,artist
28oxY7ZfDt1BJFf8FVfpEh,Robin Zoot,55,113456,artist
2ZHJEckf6HJXMSuD2icSSW,Sofian Medjmedj,57,84900,artist
7KjsjftPKKarTvZlawniPi,Marstein,64,28210,artist
1GKN1Js8fa19K23eIhOMhg,Annika,63,19806,artist
74HomvqoUecDcUPRespyqg,Suspekt,57,126122,artist
5FIdLxucf1EKqZfxeeXZzD,URO,57,17049,artist
4ZwOlDVAGXQo66ykbLQ8dP,Lamin,65,68045,artist
1d5Y2zrhRQ6R0plv652L67,Ukendt Kunstner,58,98770,artist
2eBqkaIfoNsOPCQCQEy5fD,Benny Jamz,63,71654,artist
2KbikmQKGiUPR2ARs1h0sq,Gilli,67,289561,artist
2dfY7zXIP61MKHtD175hFp,Noah Carter,57,42671,artist
7JoViNQIqOIaxcBswboN5d,Ankerstjerne,51,75092,artist
3pVuaUisHmRfVy53qWwmql,Daniel Schulz,49,24222,artist
3SyJZpVRYuncgXPtjAceOJ,Panamah,47,21391,artist
5Ppbc55kNdjvxP8Tw2P8S9,APHACA,52,11235,artist
2d7AMvzFwh5wUTuqQl3BAE,KESI,64,191575,artist
5RaTuqY7SJHvh6MNzMagut,D1MA,60,48510,artist
14nVYgOiwVBJIEATXIDYC8,Burhan G,58,116607,artist
6ohx0Iujh5kRkt5BibHlXj,Frida Brygmann,51,523,artist
3elCsuJ1JjDeAd8mjlRRX5,Blæst,51,28377,artist
6xfKNngTw1zxViM96HSTCq,Mumle,52,12266,artist
7nCIXUCqZmxntAGJMyls5c,Svea S,49,8814,artist
1w2fVGZN37TieWhlqS8UwB,Tobias Rahim,58,129367,artist
3RYYha3CC7js2PHbcBHewt,ICEKIID,57,107519,artist
4ysmSq2N7badobfVT6YZ82,Gobs,59,59665,artist
3Tg0bQKDqc4ONwmKywDq72,MAS,56,15459,artist
3UaEtP4pJGDhyEzy47AMzl,Malte Ebert,55,45546,artist
5MCNh315T9Mi2yQTD4bYkn,Dos Santos,45,2775,artist
2GGL93jyTZ4X7uidHSJhIr,Kundo,53,10782,artist
1GLzVjVa7bLnAcD1At98j3,Omar,50,21435,artist
028xhPwqtWva4J0MkFHY2x,Mads Langer,54,137215,artist
0thQkzSyTo4l3zbpibZznQ,Hjalmer,51,33859,artist
0yqCOSZ1i0c49UUbE8AzbQ,Rasmus Seebach,61,489731,artist
1YwMnnHvnG64fJxYSVwmN6,Branco,59,82281,artist
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,92,79097768,artist
4ncaw2cfA3Wlly1tBD2eWt,Yailin la Mas Viral,66,433195,artist
5O5qjKWtduHgXxeEYbbSxz,Puyalo Pantera,60,5652,artist
4WzBqbc7fxl2y8XrznMSqf,Candelita,48,6615,artist
0TnOYISbd1XYRBk9myaseg,Pitbull,86,11020986,artist
3OcvS8PzSGYMBvLdzY6g3e,Silvestre Dangond,69,5206322,artist
6NVVcu2j3GlTJwVUnNh27B,Jose iglesia,47,36,artist
03A4rAqMAxVwjkRIPZxZ9Y,Sacra Mr Melody,48,1921,artist
4VVEpEhC8NcR7AqNEds42U,Chimbala,69,652855,artist
7w0t8O8nbirfLvGJgKK0xk,Leo RD,62,64787,artist
3Z8i7zAQr7lPwH7pUQnlXJ,Kreizy k,55,123883,artist
7eUSP77ZhnXleSue48JWiT,El Blachy,51,20472,artist
5rlinmh5Y0p4zfMY5qngpX,Diamond la Mafia,45,27443,artist
4UcGO4hOufILa9qGd3KOCo,La Perversa,55,215592,artist
4lpMINWZQ39N9joHJFmgDE,Loco Prieto Oficial,46,5085,artist
30TfJAUX5Aeh7qKjyndmsO,Mapa Negro,52,9622,artist
2rMFPjySMqkgBajkLKL6zo,Lomiiel,68,223686,artist
2dHbjVgpO3NvzY8D7yZvji,Donaty,61,283828,artist
0L7AJNWmGtSjzASON8eTDW,Papera,57,118338,artist
1y8spb5Thg0p5ybNtdk4tu,Jezzy,59,122811,artist
6kq4GHwUcUojGIu0ziSNXf,Amenazzy,67,3251759,artist
6GlX3FdCQrMftGfVaWcmPZ,NTG,65,161693,artist
5wJ6ampK4rbYM4QjhIbsGa,John Theis,45,29312,artist
7qYeIN2r4H1kBvr0Gm9Iav,Randy,69,627237,artist
44cW3xznP61BXbu0e7fgxn,Slayter,62,61829,artist
12lHTAdc9T204lw5qPtasv,Foreign Teck,63,46675,artist
0XXR1ghu7pFEcfdmhq52E9,Braulio Fogon,54,229177,artist
1f7FtdbdaRjeeOr0gK9f3L,Luis Brown,54,49091,artist
0b4EVanoJb8wkWF7QUA3uY,Sin Nombre,59,16038,artist
0B4uq7LA4vdVwFPDoOcVtw,Jey One,63,336031,artist
0tR60pwxQ5WKjPxQcKoCQ7,Messiah,62,115648,artist
0PPgD3dY7wrxsMe021mByK,La Mas Doll,50,78216,artist
2kF83E9c7WmW5XdqwUrJd2,Chocoleyrol,47,42624,artist
3Y9A8EQQtWU8RStiTlzErv,Jombriel,59,47716,artist
1YZcJWydWAbSpknMUKtD9m,Alex Krack,55,3345,artist
2wnVvfvSkFJbtOinte4sC3,Jøtta,62,7194,artist
70nxnxEqDQIEWneRjg2Q4O,Adolescent's Orquesta,73,1270711,artist
27popMcDKX0XWFqlq4vTXZ,Sossa,50,11728,artist
2Kw8bTqfGNAH3hOmR0aSsm,Bruno Marcelo,47,2493,artist
2cXxHeHp70c1PDDo5h4Y9b,Rich Ibra,44,1245,artist
4NMmc3Z7Yd8SJc0iSmEaZx,Vyse,44,614,artist
3b3OoVWsX5vEeuAg0TUlPQ,Joel The B,44,284,artist
0ehrcK1euZpC14iBSYtbgy,Hoppen,44,110,artist
60uh2KYYSCqAgJNxcU4DA0,Hombres G,74,4566856,artist
1Ts9of7VPZElwPQnqnDSfW,Lyanno,75,1547560,artist
1GKIlPFdcewHtpDVCQ8zmJ,Brray,74,511379,artist
4IMgqWorWJUqUlbULGdoBa,Youssif Elashry,57,94173,artist
7yBuSjd5Z3w7acodk51evR,Afroto,60,2340920,artist
33Dgas4QUk9jjh2TnolVwj,ONUY,51,8992,artist
5CSaIf8OAstAYE5oqQeS15,Magdy El Zahar,58,552379,artist
6mPZyiInAlfLGBJbX0echu,زاد,47,44181,artist
3mUUUQDWnVlttF1yERxmPQ,Ilmond,61,1026490,artist
5764EiAfWT26wi1CdLcnwz,Shehab,59,723928,artist
5QKGejJMncXUNUb9pUFbEf,TUL8TE,63,609050,artist
2KJgliIl1dMyeOMyCcnYv7,Bahaa Sultan,62,2855374,artist
5rCq30EbJ3DfZPKybGZj8F,Tamer Ashour,64,4689437,artist
2PM82jOCB674w4BL08zFVS,Muslim - مُسلِم,62,3414099,artist
4KGzrDuN7l1lrMNuio2fUe,yousef mohamed,36,4191,artist
3gCqbhXmiSto3R8U9YZcZM,Reda El Bahrawy,56,1525402,artist
25P1GMgHepq6rkzRwg2DcB,Eslam Kabonga,61,1536306,artist
4BKC2HOGEqtYz2Xbgp9N1q,Wegz,62,6038810,artist
2GVksDv9UpY60i4CvytrZK,Cairokee,62,3340928,artist
2iToE4LH0W9zs4hVw3A7m6,Mahmoud El Leithy,57,1437053,artist
2KjiHtx0h8tyJXbg8aYRgu,Essam Sasa,65,5792636,artist
5HczG7gdd89oDKY0CUyPof,Wael Jassar,61,3412553,artist
2yV4zQzvNPMyHncf60u9sr,Lella Fadda,47,49357,artist
4o6vIkdmHiEXZOesrJj3KO,Abyusif,58,1803545,artist
5LtHZB7vU02HtNoOzNcVhc,Ramy Sabry,63,2912643,artist
5OssgJlERPHTqpgpwUh01O,Said Fatla,41,5657,artist
6bb9VI1PpPTEmdgcgjTppX,Mohamed Hamaki,61,5008596,artist
15EdXJSvJSrjOGXsIimK0d,Ameen Khattab,56,1121042,artist
0IiR4LJwslf6HBSdk9W3Dg,Angham,59,2608103,artist
5OaC42gxOxSYgfmmSxe672,Farid,51,633484,artist
2N72bJ8IYB4KZmKmxz5Xkk,Hamza Namira,58,2868398,artist
56chSp36PsMhpQvUn1kdR3,Marwan Pablo,63,2432504,artist
57UiSuUcw9m0MV4bC2DukM,Molotof,52,488085,artist
63OMTYC88PAsd7ffM3ErQv,Muslim,50,1059610,artist
4JhWEqWfwTQywn7lKkNWt5,Felo,48,238787,artist
5miyPYjh5EcpOSqloDJPID,Ramy Gamal,58,2032045,artist
1bfl0AU8SqmLkElptOprhC,Julión Álvarez y su Norteño Banda,86,7292160,artist
5eumcnUkdmGvkvcsx1WFNG,Tito Double P,91,2644587,artist
0pePYDrJGk8gqMRbXrLJC8,Luis R Conriquez,87,6808097,artist
6pV5zH2LzjOUHaAvENdMMa,Neton Vega,84,586338,artist
0elWFr7TW8piilVRYJUe4P,Natanael Cano,89,16532916,artist
6dLuQ5qXxIuWc5urxfIiZR,Calle 24,77,1622872,artist
2rmkQLzj0k4nZdQehOUByO,Chino Pacas,83,2979580,artist
33ScadVnbm2X8kkUqOkC6Z,Don Omar,84,13101458,artist
7Gi6gjaWy3DxyilpF1a8Is,Junior H,91,20758302,artist
1pgDilWYDWLoOgGjf1iHNu,Zion,75,4285825,artist
5lFhCi03HDneWzvCxGctrT,Jory Boy,70,1860391,artist
4DYFVNKZ1uixa6SQTvzQwJ,Ken-Y,66,371491,artist
3LKXWvXFWrkwUzJWxzwVpW,Tony Dize,73,3830540,artist
3TVXtAsR1Inumwj472S9r4,Drake,96,93849553,artist
2a8z7MVhEtvZXFbgEE9ihL,triibupasta,38,1357,artist
5K9q3ogdUech17MWE2mqlL,White Girl,34,1324,artist
2cNMMulo6S2a0tHrwX2s6i,nublu,48,70945,artist
6kSiYWWt4597uZNH0Cpjig,maria kallastu,34,1191,artist
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,86,15421374,artist
6Xb4ezwoAQC4516kI89nWz,Imogen Heap,78,652998,artist
5vSQUyT33qxr1xAX2Tkf3A,Clams Casino,72,327751,artist
5nZADoZFWVB90dHpk5zvXy,villemdrillem,42,14005,artist
55I7E3FxDsnuRqr0sQSrMf,Küberünnak & Karmo,36,10624,artist
6TsAG8Ve1icEC8ydeHm3C8,Snow Strippers,68,156448,artist
4S18DTzCeExY2k5vi6rGWW,Florian Wahl,29,2179,artist
6acByqWJeuaM0TX5VoY6an,5MIINUST,46,65954,artist
6kvEy25jX5e1RtdFn1Eo3X,säm,43,6632,artist
0Y6dVaC9DZtPNH4591M42W,TV Girl,84,8667036,artist
1QAJqy2dA3ihHBFIHRphZj,Cigarettes After Sex,87,13638070,artist
4oLeXFyACqeem2VImYeBFe,Fred again..,78,1777331,artist
5SXuuuRpukkTvsLuUknva1,Baby Keem,78,2673347,artist
78rUTD7y6Cy67W1RVzYs7t,PinkPantheress,78,3753531,artist
3jNkaOXasoc7RsxdchvEVq,Chase & Status,73,1065889,artist
2SrSdSvpminqmStGELCSNd,Stormzy,73,3013558,artist
2Pn8JMNrnRnSpNRPPgtiWA,ibe,61,88536,artist
6IKJyoGeFRCRDb90U6AEzp,Turisti,65,40846,artist
5m8QXFAKCuty66pOzy9aPZ,Mirella,63,65850,artist
0hVN0MWgK3oTTBoqBVSRwt,Sliki,57,8306,artist
1iRlPYW9AnnyLTPfy53Mj9,Ares,53,8191,artist
6lFrRAoT64zvrLiL1edMhk,Averagekidluke,63,24296,artist
3Lc2yroP05lRK5z9NtQTkc,Etta,56,31660,artist
2E93OTghhH2JKYUWt48gFK,AHTI,57,33292,artist
3aD9K1zaLQ3G7yp9XV5E4D,Isac Elliot,59,118103,artist
4cmLVUbkth6BauCptSGKsV,Lauri Haav,56,29806,artist
7meg3neLTT2WR1LDjL8jze,SANNI,52,143125,artist
0hidKEfknd2aNabseugaN2,SHRTY,53,24103,artist
1hIZRiy8VLKDzZSk1SyjvP,Korelon,58,38892,artist
5aF5rqONOxygQlthvJ5Wjr,KERZA,55,34111,artist
56fNXc6wRoO6rkxs0mNtL4,Kube,50,55632,artist
3kKa5RWsRwK2f5Xu2RHBB7,Jore & Zpoppa,53,10555,artist
2JSX0lIYekUp6F301cTHkq,Sexmane,61,65017,artist
3I4GcOB25cSJHa9d7Bsgji,costee,51,28118,artist
2zd9YxlsQvA5mkZ1NarYVQ,Miriam Bryant,64,225125,artist
0cv9YYFgE0vLVgTjMrOZup,Sara Siipola,50,16308,artist
0PyeoSEt7RQPbjuzy3JK9O,Ege Zulu,51,27046,artist
3bAa4FKwIgwWYHdaUJicmE,BEHM,54,121036,artist
5lrrAnWHek9LEQgB3MCfub,OLGA,46,5984,artist
4Q4b4S784htx6DtxcMUfMO,Robin Packalen,55,203890,artist
4yJlK8mRoESpFoPq3sOAi5,Tupe.,49,12804,artist
6LkMGN0t3HDNL8hIvma70r,Käärijä,59,259732,artist
5BTRN678gL6XT4kv3TBopQ,Costi,58,51606,artist
5ndSb0dw2ilXbSlUZ7Gm78,Juuna Chill,44,508,artist
1p1Q1tRavrbMGCgJdf9G0H,Tomi Saario,45,3479,artist
3YC5DVJDjyazvB8hxJSybr,KUUMAA,58,97515,artist
4rL7vju2zGQGrzqkpzkwOo,koira,46,6829,artist
0LjFLVs8xGlfyPxUZrG5NZ,RODEO,33,1194,artist
4gl9wpGYA4o15ykU2FBnd3,Anna Puu,45,75672,artist
5H34mYQz0gLcqPWIOTyDaJ,Erin,43,69786,artist
69pjn3Oxt0azUYEw9NE4S0,Ida Paul,46,4193,artist
5tflzG5jjh0ka3SrnOgewO,Mikael Laurent,44,1683,artist
1fy2OEMI7TX9ayBKxErHK0,jambo,49,14441,artist
0C1YfsZSxVHgL0Z8bngOTM,Dr. Yaro,62,26995,artist
3vUMXQ9kPnZAQkMkZZ7Hfh,Tiakola,78,2499870,artist
4acowSAiQXmdhs4DCgUQ0U,Ryflo,61,5464,artist
1eXXCUkwhu0MRLTamWEgXE,Oskoow,61,29873,artist
5Vf6gyVzfo8TnzrPRBg3qo,SANTA,62,137470,artist
6Te49r3A6f5BiIgBRxH7FH,Ninho,81,10574954,artist
7CUFPNi1TU8RowpnFRSsZV,Niska,77,5677804,artist
7x3eTVPlBiPjXHn3qotY86,KeBlack,71,1502651,artist
4uJNQGa3L2frXDxwgouTIw,Franglish,69,1582370,artist
26zgIfFyTCImkHAp5gwKW8,Joé Dwèt Filé,67,725369,artist
4v3iE7RK6SOyplsSQxZsjc,Yorssy,65,148733,artist
2GlEiSHYEKlq9cUYDa9oZb,Lynda,65,785572,artist
0PcU18DNfkn3pmbjy5yMFz,Genezio,68,129735,artist
3igykO7sW43wfhSjvnETTo,Prototype,60,61037,artist
2t0frJEIdex2PTwuLlGxDD,Carbonne,64,173251,artist
78iJ2FMbYAFY3djO4PbWZi,La Mano 1.9,69,146038,artist
6HCBnyTBSLdb3TFn2ayulY,Leto,69,1200183,artist
5gqmbbfjcikQBzPB5Hv13I,Gazo,79,3319303,artist
3YBJLs7RqR0aPGBgU27nDh,Werenoi,78,1590925,artist
1AFQg3CpeciNbd120XZDmi,AMK,64,80057,artist
2YRHC9O0GHvyHY38yFP434,Dadi,62,122216,artist
3Cz37xnWAOtQEa5jfrTUbL,VEN1,65,140386,artist
5xfBWklmIwTOoijr3nMgHB,Ramos.,58,23354,artist
58wXmynHaAWI5hwlPZP3qL,Booba,73,3189851,artist
7DUTsWY3RBd64vh8UtgtYA,Lacrim,72,2636436,artist
6q87j1F6EtUxjlvkJNknFp,THEODORT,59,192568,artist
20JMfmzDb5cjHxEoMXXMyY,Favé,67,729118,artist
4IS4EyXNmiI2w5SRCjMtEF,Kendji Girac,65,2107610,artist
5gs4Sm2WQUkcGeikMcVHbh,Hamza,74,1410967,artist
6L8y2rKomt32RmT4wfwZS7,Jungeli,68,258758,artist
7CW7QdOgRStOg7JktRuZ3E,Imen Es,64,1336354,artist
2z2TRvloJt4EfUNQp9rHAi,Alonzo,69,2028121,artist
2jFnPm8VeSO19i6B8blXB5,Abou Debeing,60,532094,artist
5ZlyVrDhzKVvaZNj3b58fE,Lossa,63,24290,artist
2rEVnwCPBeGkWMv425KoG1,AYLIVA,75,1814313,artist
1qQLhymHXFPtP5U8KNKsm6,Apache 207,73,3101055,artist
39KEQQAG9JhIt71g9NEVhh,Azet,71,1412260,artist
1aS5tqEs9ci5P9KD9tZWa6,Bonez MC,77,2283442,artist
6h1s4i4XKIYv4ErDelLDN0,Samra,69,1327562,artist
1pOuPivcxEwA8lnpMYYVsO,SHABAB,64,183657,artist
1yIifIA91WgmfzBcjbQB8i,Kurdo,65,880016,artist
3qcaaPlAej44awNYKTTXCw,BERDO,16,698,artist
07SFzTMeYf5P8Rd32a9Zzw,AK AUSSERKONTROLLE,65,1019453,artist
3NZPZUWDcJngcu8MuBpT69,KARDO,63,86019,artist
0PPCPsuv0iOAYKGR2SkFal,VOLO,58,45745,artist
6GoNVmYCl0yUm4pEp80vn6,badchieff,62,71192,artist
1ABhalCH6yn3eS3T46KmvF,bac,59,24052,artist
4hK7sEnm0se5bqoI3Yb5o1,SANTOS,60,32315,artist
4Yttlv9ndGjCDCVLqM7ACq,Sido,73,2469836,artist
3F2BUPEkX9IDaRYAeJN0Gh,Amo,71,151767,artist
1xlPEhjbFqhrDjaAvyvueX,Safraoui,61,31003,artist
3ZuBEj9ppJe8GSdKaMTfMN,Nimo,72,1522756,artist
0t84CBqmvihsUVFme33TLd,GReeeN,65,471344,artist
5j21TGkrNEAJe3gG9VlS34,Shindy,66,856176,artist
5pVRwX5ZQR7hfJ18w8ZYkl,Ufo361,75,1968574,artist
3pjq2pDV9RR6VY55wBjVnp,Dardan,74,1211790,artist
6x0pz3N2n51qG75kjMR4uV,Sicario,60,60813,artist
1yBH6dqnD6xzSeCjXp9pKm,Roi 6/12,62,149449,artist
3h3WR8UDyRk15U74xAXE7a,Arab,63,77284,artist
6Zx32XYdrM9A2rIt6jKVmm,ASOK,57,2064,artist
0cy6ZMOTeautXRNJsR6PiV,Ivan Greko,63,207685,artist
6WzxopGY3sy97IeNFaDELc,Trannos,63,569644,artist
5qDpS8QhKjNRZ6aRrcpY1Z,BeTaf Beats,62,24901,artist
6wN4QyhoM6fN49kEB25rnl,SNIK,65,747686,artist
6hyFvbMnKrLVujJZnovsWz,Marseaux,57,110687,artist
2bucjueNUx2aVTUA7zj6w7,APON,60,54300,artist
0ijA6WxysUZ8vZQL7JkUfx,Sanko,55,4681,artist
1zeAbUJAbLOWeYpgRVnYmu,FLY LO,66,279096,artist
7zYmrye7LvmpMkfHWrENu9,Mike G,58,36270,artist
3KcZf8BFeFBtnGyOZmUggd,Mad Clip,61,798299,artist
29Bl0nvClztM0dpgY2vvcc,Billy Sio,48,90490,artist
48h12D3cJbqfn1ReVL9qbw,Strat,60,143111,artist
6YYOTK6Qyv6PuFipPxCCoe,RACK,66,680329,artist
